price,age,km,fueltype,hp,metcolor,automatic,cc,doors,weight
6950,73,1154,1,6,1,0,2000,1,1115
7200,75,1152,2,1,1,0,1600,1,1050
7450,78,1150,2,1,0,0,1600,1,1055
6750,75,1148,2,8,0,0,1300,1,1015
7500,73,1147,2,1,1,0,1600,1,1050
7450,0,1145,2,1,0,0,1600,2,1035
7950,70,1144,2,1,0,0,1600,2,1035
7250,78,1144,2,1,1,0,1600,2,1035
7950,0,1144,2,8,1,0,1300,1,1015
8250,80,1144,2,8,1,0,1300,1,1015
8250,72,1141,2,1,0,0,1600,3,1075
6750,80,1138,2,1,1,0,1600,1,1055
8750,79,1137,3,8,1,0,1300,3,1040
8950,80,1137,2,1,0,0,1600,1,1050
8500,70,1135,1,6,1,0,2000,3,1135
8250,80,1133,2,1,0,0,1600,3,1070
9450,70,1132,2,0,0,1,1600,1,1080
7950,73,1129,2,1,1,0,1600,1,1050
7900,70,1127,2,1,1,0,1600,1,1055
8500,73,1126,2,1,1,0,1600,1,1050
8250,79,1124,2,1,0,0,1600,3,1070
8250,76,1119,2,1,1,0,1600,3,1070
8950,73,1118,2,1,1,0,1600,2,1035
7950,74,1116,2,1,0,0,1600,1,1050
6950,0,1115,2,1,0,0,1600,3,1075
7250,78,1115,2,1,1,0,1600,3,1065
7750,77,1115,2,1,1,0,1600,3,1085
8700,75,1113,2,1,0,0,1600,1,1055
8950,0,1110,2,1,1,0,1600,3,1070
6750,76,1109,2,1,1,0,1600,3,1070
7500,71,1108,2,1,1,0,1600,3,1070
7950,69,1107,2,8,0,0,1300,1,1015
8950,71,1105,3,8,1,1,1300,1,1045
7950,71,1099,2,1,0,0,1600,1,1050
7450,0,1098,2,8,0,0,1300,1,1015
5950,78,1097,3,8,1,0,1300,1,1015
7750,75,1095,2,1,1,0,1600,1,1050
6950,77,1092,2,8,1,0,1300,1,1015
8750,80,1091,2,8,1,0,1300,3,1035
8950,71,1090,3,1,1,0,1600,3,1075
7495,79,1089,2,1,1,0,1600,3,1070
7750,76,1087,2,1,0,0,1600,3,1070
6950,70,1085,3,1,0,0,1600,1,1050
7990,77,1078,2,12,1,0,1600,3,1070
7250,78,1066,2,1,1,0,1600,2,1065
6900,69,1059,2,8,0,0,1300,1,1015
7750,74,1057,2,1,0,0,1600,3,1070
7250,0,1054,2,1,0,0,1600,2,1035
8950,77,1050,2,8,0,0,1300,1,1015
8500,71,1047,2,1,0,0,1600,1,1050
7950,72,1046,3,1,1,0,1600,3,1075
6950,77,1032,2,8,0,0,1300,1,1015
8000,0,1032,2,1,0,0,1600,1,1050
7950,75,1027,2,1,0,0,1600,1,1055
8500,76,1026,2,8,1,0,1300,1,1015
7490,73,1022,2,8,1,0,1300,1,1015
8250,80,1021,2,1,0,0,1600,1,1050
9250,71,1021,2,1,1,0,1600,3,1070
7950,72,1019,2,8,0,0,1300,3,1035
9500,77,1018,2,1,1,0,1600,1,1050
8950,72,1013,2,1,1,0,1600,1,1114
8450,78,1011,2,8,1,0,1300,3,1050
7995,79,1010,2,1,1,0,1600,2,1115
8750,78,1007,2,1,0,0,1600,2,1035
5950,71,1006,2,8,0,0,1300,3,1035
8500,73,1003,2,1,0,0,1600,3,1075
8950,69,1003,2,8,1,0,1300,2,1000
8750,69,1003,2,8,1,0,1300,2,1000
7600,78,1001,2,1,1,0,1600,3,1075
7145,80,996,2,1,1,0,1600,3,1070
8450,69,991,2,1,1,0,1600,3,1085
5950,0,990,2,8,1,0,1300,1,1015
9000,80,982,2,1,0,0,1600,3,1075
7250,80,978,2,1,1,0,1600,1,1050
7400,75,977,2,1,1,0,1600,1,1050
8800,79,976,2,1,1,0,1600,3,1075
7750,71,975,2,1,0,0,1600,1,1050
7500,75,975,2,8,1,0,1300,1,1015
8450,78,972,2,8,1,1,1300,2,1015
7400,0,969,2,1,1,0,1600,3,1070
7500,80,965,2,1,1,0,1600,3,1070
8950,76,962,2,1,1,0,1600,3,1075
8950,0,960,2,1,0,0,1600,3,1075
7950,77,955,2,1,1,0,1600,1,1050
7950,79,953,2,1,1,0,1600,3,1075
7950,78,951,2,1,1,0,1600,3,1070
8950,71,949,2,0,1,1,1600,3,1100
7750,78,948,2,1,1,0,1600,3,1070
8250,78,947,2,1,1,0,1600,2,1035
7950,78,947,2,1,0,0,1600,1,1055
7750,77,946,2,8,1,0,1300,1,1015
8500,77,944,2,1,0,0,1600,3,1075
6950,80,942,2,1,1,0,1600,3,1070
7500,80,940,2,1,1,0,1600,2,1035
7750,79,938,2,1,1,0,1600,1,1050
5950,79,935,2,8,0,0,1300,1,1015
7500,78,933,2,1,0,0,1600,1,1050
8950,72,931,2,8,0,1,1300,1,1045
7950,76,930,2,1,1,0,1600,1,1050
6900,80,928,2,1,1,1,1600,3,1100
7450,77,927,2,1,1,0,1600,1,1050
8500,80,925,2,0,1,1,1600,1,1080
7500,73,921,2,1,1,0,1600,3,1075
8750,77,916,2,1,1,0,1600,1,1050
7500,76,913,3,1,1,0,1600,1,1050
9950,80,910,2,1,0,0,1600,3,1070
7950,75,906,2,8,0,0,1300,1,1010
9950,75,905,2,1,1,0,1600,3,1070
9250,78,902,2,1,0,0,1600,3,1075
9250,73,901,2,8,1,0,1300,3,1035
9950,0,900,2,1,1,0,1600,3,1085
5950,74,893,2,1,1,0,1600,1,1050
7995,0,890,3,1,1,0,1600,3,1075
8950,0,890,2,8,1,1,1300,1,1045
7450,75,886,2,8,1,0,1300,2,1000
8250,0,885,2,8,1,0,1300,3,1035
8500,78,884,2,1,0,0,1600,3,1085
8500,70,881,2,1,1,0,1600,3,1075
9400,69,880,1,6,0,0,2000,1,1115
7250,80,876,2,1,1,0,1600,1,1055
8950,79,875,2,1,1,0,1600,3,1075
9450,80,874,2,1,1,0,1600,3,1075
8500,74,871,2,1,1,0,1600,1,1050
6750,80,867,2,8,1,0,1300,1,1015
7400,80,862,2,1,0,0,1600,3,1070
8950,78,858,2,8,1,0,1300,1,1015
6900,80,853,2,1,1,0,1600,1,1055
7750,79,851,2,8,1,0,1300,1,1015
8950,71,849,1,6,0,0,2000,1,1115
6950,75,848,2,8,1,0,1300,1,1015
8495,77,833,2,1,0,0,1600,2,1035
10000,75,831,2,0,0,1,1600,1,1085
6999,71,831,2,1,0,0,1600,3,1070
8950,80,831,2,1,0,0,1600,1,1055
8500,79,830,3,1,0,0,1600,2,1035
8750,75,825,2,1,1,0,1600,2,1035
7499,80,824,2,1,1,0,1600,1,1050
9000,0,820,2,1,1,0,1600,2,1035
8950,77,813,2,1,1,0,1600,1,1050
6950,80,812,2,1,0,0,1600,3,1075
8500,77,805,2,1,1,0,1600,3,1075
8450,77,796,2,8,1,1,1300,3,1065
8950,74,795,2,1,0,0,1600,3,1070
8250,77,792,2,1,1,0,1600,3,1070
7950,75,791,2,8,0,0,1300,3,1035
7450,70,788,2,1,0,0,1600,2,1035
9000,79,780,2,0,1,1,1600,1,1080
7150,70,775,2,1,1,0,1600,2,1035
7750,76,774,2,1,1,0,1600,2,1035
5845,70,770,2,8,0,0,1300,1,1060
8500,72,766,2,1,1,0,1600,3,1075
8250,80,765,2,1,0,0,1600,3,1114
9450,79,763,2,1,0,0,1600,1,1050
6750,69,762,2,1,1,0,1600,1,1050
8400,77,761,2,1,1,0,1600,1,1050
7900,76,761,2,1,0,0,1600,1,1050
7950,76,759,2,1,1,0,1587,1,1055
8750,80,757,2,1,0,0,1600,3,1085
9900,73,754,2,1,1,0,1600,1,1050
6495,71,753,2,1,0,0,1600,2,1035
8250,70,752,2,0,1,1,1600,1,1080
6900,69,749,2,1,1,0,1600,1,1050
7500,74,740,3,8,1,0,1300,1,1015
7950,75,737,2,8,1,1,1300,2,1030
8250,80,733,2,1,1,0,1600,3,1070
8950,80,728,2,1,0,0,1600,1,1055
9750,70,726,2,1,0,0,1600,1,1050
8250,80,725,2,8,0,0,1300,1,1015
8900,78,722,2,1,0,0,1600,3,1075
8950,75,720,2,8,1,0,1300,3,1050
6750,76,713,2,1,1,0,1600,1,1050
7950,75,710,2,1,1,0,1600,3,1070
8600,69,708,2,8,1,0,1300,1,1025
7750,0,705,2,8,0,0,1300,2,1000
7800,0,702,2,1,1,0,1600,1,1050
8750,73,700,2,1,1,0,1600,1,1050
9500,79,698,2,8,0,0,1300,1,1015
7750,0,696,2,1,0,0,1600,2,1035
9950,79,683,2,1,0,0,1600,3,1075
7750,77,669,2,8,1,0,1300,1,1015
5950,69,666,2,1,1,0,1600,1,1050
10950,76,656,2,1,1,0,1600,3,1070
9450,77,650,2,1,1,0,1600,2,1075
8250,80,647,2,1,0,0,1600,1,1050
9750,69,642,2,1,0,0,1600,3,1070
7450,78,641,2,1,0,0,1600,3,1114
8750,75,636,2,1,0,0,1600,3,1075
8750,69,636,2,1,1,0,1600,1,1050
8500,73,636,2,1,1,1,1600,2,1065
8950,70,633,2,8,0,0,1300,2,1000
7500,79,611,2,8,0,0,1300,3,1035
7250,69,610,3,1,1,0,1600,2,1035
7450,80,608,3,1,1,0,1600,2,1035
8750,76,598,3,8,0,0,1300,1,1045
9800,77,591,2,1,0,0,1600,1,1055
7500,71,588,2,8,1,0,1300,1,1015
8950,75,587,2,1,1,0,1600,3,1075
8950,74,585,2,8,1,0,1300,3,1035
7450,70,578,2,1,1,0,1600,3,1070
8950,71,573,2,1,1,0,1600,3,1075
10500,0,569,2,8,1,0,1300,3,1040
7000,73,568,3,8,0,0,1300,1,1010
8500,77,537,2,1,1,0,1600,1,1050
7750,76,536,2,8,1,0,1300,3,1035
8950,70,529,2,1,1,0,1600,1,1050
8250,69,527,2,1,0,0,1600,3,1075
9250,0,522,2,1,1,0,1600,1,1050
7900,75,516,2,1,0,0,1600,3,1070
8500,78,513,2,8,1,0,1300,2,1000
7950,76,511,2,1,0,0,1600,3,1070
9950,69,503,2,1,1,0,1600,1,1050
8750,74,500,2,0,1,1,1600,3,1100
7500,80,499,2,1,1,0,1600,1,1050
6950,72,497,2,1,0,0,1600,1,1050
8950,0,479,2,1,0,0,1600,3,1114
8750,79,475,2,0,0,1,1600,1,1080
7750,73,464,2,8,0,0,1300,1,1015
8450,75,459,2,1,0,0,1600,1,1050
8150,76,430,3,1,0,1,1600,2,1075
8500,78,1255,2,8,0,1,1300,1,1045
7600,0,423,3,1,1,0,1600,1,1050
7950,80,421,2,8,0,1,1300,1,1015
7750,73,412,2,8,0,0,1300,1,1015
7950,80,1255,2,8,1,0,1300,2,1000
9950,78,370,2,1,0,1,1600,1,1080
8950,0,346,2,8,1,1,1300,1,1045
8450,72,1255,2,8,0,0,1300,1,1015
8950,78,304,2,8,1,1,1300,3,1065
8450,80,298,2,8,0,0,1300,1,1015
7500,0,274,2,8,1,0,1300,1,1025
10845,72,1255,2,8,0,0,1300,1,1015
8500,0,230,2,8,0,0,1300,1,1015
7250,70,1255,3,8,1,0,1300,1,1015
6950,76,0,2,1,0,0,1600,3,1114
